ברקוד,מותג,יצרן,שם מוצר,מועד עדכון ברקודים,סטאטוס סימון,category
7290013586407.0,מבשלות בירה ישראליות,פריגת,אננס פסיפלורה בק' עגול פט 0.5 24 קרטון,ברקודים חדשים,,Groceries
7290013586551.0,החברה המרכזית,קוקה קולה,FUZE tea הרבל 1.5 אגס מרווה,ברקודים חדשים,,Groceries
7290013586568.0,החברה המרכזית,קוקה קולה,FUZE tea הרבל 0.5 אגס מרווה,ברקודים חדשים,,Groceries
7290013586575.0,החברה המרכזית,קוקה קולה,FUZE tea הרבל 1.5 מנגו קמומיל,ברקודים חדשים,,Groceries
7290013586582.0,החברה המרכזית,קוקה קולה,FUZE tea הרבל 0.5 מנגו קמומיל,ברקודים חדשים,,Groceries
7290013586605.0,מבשלות בירה ישראליות,פריגת,ויסוצקי נענע בק' 1.5 12 קרטון,ברקודים חדשים,,Groceries
7290013586612.0,מבשלות בירה ישראליות,פריגת,ויסוצקי לימונית לואיזה בק' 1.5 12 קרטון,ברקודים חדשים,,Groceries
7290013586629.0,מבשלות בירה ישראליות,פריגת,מיקס הדרים בק' פט עגול 1.5 12 קרטון,ברקודים חדשים,,Groceries
7290013586636.0,מבשלות בירה ישראליות,פריגת,מיקס אשכוליות בק' פט עגול 1.5 12 קרטון,ברקודים חדשים,,Groceries
7290013586643.0,מבשלות בירה ישראליות,פריגת,פריגת 1.5 פרדס-מארז שלישייה-סדרה 5,ברקודים חדשים,,Groceries
7290013586728.0,מבשלות בירה ישראליות,פריגת,ויסוצקי היביסקוס בק' 1.5 12 קרטון,ברקודים חדשים,,Groceries
7290013586735.0,מבשלות בירה ישראליות,פריגת,ויסוצקי ארל גריי בק' 1.5 12 קרטון,ברקודים חדשים,,Groceries
7290013586742.0,מבשלות בירה ישראליות,פריגת,לימון נענע בק' פט עגול 0.5 24 קרטון,ברקודים חדשים,,Groceries
7290013586742.0,מבשלות בירה ישראליות,פריגת,"לימון נענע בק' עגול 0.5 24 קרטון-כשל""פ",ברקודים חדשים,,Groceries
7290013586773.0,מבשלות בירה ישראליות,פריגת,ענבים בק' עגול 0.5 24 קרטון-ללא פיקדון,ברקודים חדשים,,Fruits
7290013586780.0,מבשלות בירה ישראליות,פריגת,אשכוליות בק' 0.5 24 קרטון-ללא פיקדון,ברקודים חדשים,,Groceries
7290013591173.0,אסם,אסם,מטרנה לילה טוב 12*400גרם,ברקודים חדשים,,Groceries
7290013591791.0,אסם,אסם,מטרנה טו גו מהדרין שלב 3 10*135גרם,ברקודים חדשים,,Groceries
7290013591807.0,אסם,אסם,מטרנה אקסטרה קר טו גו שלב שלוש 10*135גרם,ברקודים חדשים,,Groceries
7290013677204.0,מיה מוצרי מזון,מיה מוצרי מזון,תן צ'אפ כריות בטעם טבעי 50,ברקודים חדשים,,Groceries
7290013677211.0,מיה מוצרי מזון,מיה מוצרי מזון,תן צ'אפ כריות בטעם קטשופ 0,ברקודים חדשים,,Pantry
7290013677228.0,מיה מוצרי מזון,מיה מוצרי מזון,תן צ'אפ כריות בטעם פלאפל 0,ברקודים חדשים,,Groceries
7290013677341.0,מיה מוצרי מזון,מיה מוצרי מזון,ג'לילנד - ג'ליבינס - תות,ברקודים חדשים,מסמן על אריזות,Fruits
7290013677358.0,מיה מוצרי מזון,מיה מוצרי מזון,ג'לילנד - ג'ליבינס - קולה,ברקודים חדשים,מסמן על אריזות,Beverages
7290013677365.0,מיה מוצרי מזון,מיה מוצרי מזון,ג'לילנד - ג'ליבינס - תפוז,ברקודים חדשים,מסמן על אריזות,Groceries
7290013677372.0,מיה מוצרי מזון,מיה מוצרי מזון,ג'לילנד - ג'ליבינס - תפוח,ברקודים חדשים,מסמן על אריזות,Fruits
7290013677389.0,מיה מוצרי מזון,מיה מוצרי מזון,ג'לילנד - ג'ליבינס - קרנבל,ברקודים חדשים,מסמן על אריזות,Groceries
7290013677396.0,מיה מוצרי מזון,מיה מוצרי מזון,ג'לילנד חמוצמוצים 25 * 60,ברקודים חדשים,מסמן על אריזות,Groceries
7290013677419.0,מיה מוצרי מזון,מיה מוצרי מזון,תן צ'אפ טבעות שמנת בצל 50,ברקודים חדשים,,Dairy
7290013677426.0,מיה מוצרי מזון,מיה מוצרי מזון,תן צ'אפ גלגלים צ'ילי 50גר,ברקודים חדשים,,Groceries
7290013677716.0,מיה מוצרי מזון,מיה מוצרי מזון,קונפיטורה ענבים 340גרם,ברקודים חדשים,מסמן על אריזות,Fruits
7290013677747.0,מיה מוצרי מזון,מיה מוצרי מזון,שוקו של מיה 500גרם בשקית,ברקודים חדשים,מסמן על אריזות,Groceries
7290013678010.0,פרי גליל,יד המלך-30,כרוב לבן 400גר,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013678034.0,פרי גליל,יד המלך-30,פלפל מרוקאי 400גר,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013678041.0,פרי גליל,יד המלך-30,פלפל רצועות 400גר,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013678058.0,פרי גליל,יד המלך-30,סלסה אדומה 400גר,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013678065.0,פרי גליל,יד המלך-30,חציל עם פלפל חריף 400גר,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013678171.0,פרי גליל,יד המלך-30,חציל המלך 400גר,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013678430.0,פרי גליל,יד המלך-30,חומוס מסעדות- 800גרם,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013678454.0,פרי גליל,יד המלך-30,חומוס טחינה- 400גרם,ברקודים חדשים,מסמן על רב המוצרים,Pantry
7290013678461.0,פרי גליל,יד המלך-30,חומוס מסבחה- 400גרם,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013678478.0,פרי גליל,יד המלך-30,חומוס מסעדות 400גרם (נמוך),ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013678492.0,פרי גליל,יד המלך-30,חומוס ביתי- 400גרם (נמוך),ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013710079.0,רפאלוס,רפאלוס,חמאת פשתן ושומשום 300 גר',ברקודים חדשים,מסמן בפועל,Groceries
7290013710215.0,רפאלוס,רפאלוס,"שמן פשתן בכבישה קרה 250 מ""ל",ברקודים חדשים,מסמן בפועל,Pantry
7290013710222.0,רפאלוס,רפאלוס,"שמן קצח בכבישה קרה 250 מ""ל",ברקודים חדשים,מסמן בפועל,Pantry
7290013710239.0,רפאלוס,רפאלוס,"שמן שומשום בכבישה קרה 250 מ""ל",ברקודים חדשים,מסמן בפועל,Pantry
7290013710581.0,רפאלוס,רפאלוס,חמאת קוקוס בכבישה קרה 300 גר',ברקודים חדשים,מסמן בפועל,Groceries
7290013710604.0,רפאלוס,רפאלוס,טחינת גרעיני דלעת 300 גר',ברקודים חדשים,מסמן בפועל,Groceries
7290013710727.0,רפאלוס,רפאלוס,טחינת זרעי צ'יה 300 גר',ברקודים חדשים,מסמן בפועל,Groceries
7290013710734.0,רפאלוס,רפאלוס,חמאת פשתן 300 גר',ברקודים חדשים,מסמן בפועל,Groceries
7290013710741.0,רפאלוס,רפאלוס,טחינת פרג 300 גר',ברקודים חדשים,מסמן בפועל,Groceries
7290013710758.0,רפאלוס,רפאלוס,טחינת גרעיני חמניה 300 גר',ברקודים חדשים,מסמן בפועל,Groceries
7290013710789.0,רפאלוס,רפאלוס,טחינת ג'עלה 300 גר',ברקודים חדשים,מסמן בפועל,Groceries
7290013710796.0,רפאלוס,רפאלוס,"שמן שומשום שחור בכבישה קרה 250 מ""ל",ברקודים חדשים,מסמן בפועל,Pantry
7290013711502.0,פרי גליל,פרי הגליל-1,סלט טונה 160פג,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013711861.0,פרי גליל,טל-14,נקטר תפוחים 1ל טל,ברקודים חדשים,מסמן על רב המוצרים,Fruits
7290013711885.0,פרי גליל,טל-14,"משק""ל לימונענע 1ל טל",ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013711892.0,פרי גליל,טל-14,נקטר מנגו 1ל טל,ברקודים חדשים,מסמן על רב המוצרים,Groceries
7290013711915.0,פרי גליל,טל-14,קטשופ 500ג טל ת.ויטמין,ברקודים חדשים,מסמן על רב המוצרים,Pantry
7290013863676.0,או - שמונה בייבי,או - שמונה בייבי,ערכת מתנה:סבון שמפו שמן תחליב,ברקודים חדשים,,Pantry
7290013906052.0,תנובה,תנובה,נקניקיות פרגיות 300 גר',ברקודים חדשים,,Meat
7290013906083.0,תנובה,תנובה,נקניקיות עוף 800 גרם,ברקודים חדשים,,Meat
7290013906205.0,תנובה,תנובה,פסטרמה עם שום וצילי 400 ג,ברקודים חדשים,,Groceries
7290013906212.0,תנובה,תנובה,"נקניקיות  וינר 1 ק""ג",ברקודים חדשים,,Meat
7290013906229.0,תנובה,תנובה,נקניק הודו 750 גר',ברקודים חדשים,,Meat
7290013906236.0,תנובה,תנובה,סלמי גלבוע 400 גרם,ברקודים חדשים,,Groceries
7290013906250.0,תנובה,תנובה,סלמי  מהדרין בכשרות קהילות 200גר',ברקודים חדשים,,Groceries
7290013906267.0,תנובה,תנובה,כפרית מהדרין בכשרות קהילות 200גר',ברקודים חדשים,,Groceries
7290013906281.0,תנובה,תנובה,"נקניקיות בכשרות קהילות  1ק""ג",ברקודים חדשים,,Meat
7290013906298.0,תנובה,תנובה,נקניקיות בכשרות קהילות 400 גר',ברקודים חדשים,,Meat
7290013906304.0,תנובה,תנובה,פסטרמה גחלים בכשרות קהילות 400 גר',ברקודים חדשים,,Groceries
7290013906311.0,תנובה,תנובה,פסטרמה מעושנת בכשרות קהילות 400גר',ברקודים חדשים,,Groceries
7290013906335.0,תנובה,תנובה,מארז צמד 600גרם בכשרות קהילות,ברקודים חדשים,,Groceries
7290013906441.0,תנובה,תנובה,קבנוס 120 גר',ברקודים חדשים,,Groceries
7290013906458.0,תנובה,תנובה,קבנוס פיקנטי 120 גר',ברקודים חדשים,,Groceries
7290013906465.0,תנובה,תנובה,קבנוס 80 גר',ברקודים חדשים,,Groceries
7290013906489.0,תנובה,תנובה,חטיפי קבנוס 120 גר',ברקודים חדשים,,Groceries
7290013906496.0,תנובה,תנובה,פסטרמה עגל רומנית,ברקודים חדשים,,Groceries
7290013906519.0,תנובה,תנובה,פרושוטו בקר,ברקודים חדשים,,Groceries
7290013906533.0,תנובה,תנובה,סלמי  תה 100  גרם,ברקודים חדשים,,Groceries
7290013906540.0,תנובה,תנובה,כפרית ברביקיו  100גרם,ברקודים חדשים,,Groceries
7290013906557.0,תנובה,תנובה,נקניקיות עוף 240 גרם,ברקודים חדשים,,Meat
7290013906687.0,תנובה,תנובה,צמד כפרית ברביקיו דבש 600גר',ברקודים חדשים,,Groceries
7290013906717.0,תנובה,תנובה,פסטרמה בסגנון איטלקי 120 גרם,ברקודים חדשים,,Groceries
7290013906724.0,תנובה,תנובה,פסטרמה בסגנון מקסיקני 120 גרם,ברקודים חדשים,,Groceries
7290013906892.0,תנובה,תנובה,מוס כבד עוף 120 כבד,ברקודים חדשים,,Meat
7290013906939.0,תנובה,תנובה,קורנדביף 120 גרם בכשרות הרב מחפוד,ברקודים חדשים,,Groceries
7290013906946.0,תנובה,תנובה,פסטרמה כתף 120 גרם בכשרות הרב מחפוד,ברקודים חדשים,,Groceries
7290013906953.0,תנובה,תנובה,פסטרמה עגל רומני 120 גרם בכשרות הרב מחפוד,ברקודים חדשים,,Groceries
7290013906960.0,תנובה,תנובה,כתף בקר 400 גרם בכשרות הרב מחפוד,ברקודים חדשים,,Groceries
7290013906991.0,תנובה,תנובה,סלמי מהדרין 400גר'-בכשרות הרב מחפוד,ברקודים חדשים,,Groceries
7290013932174.0,קליר,קליר,קלין לובן אקונומיקה ג'ל לימון 4 ליטר 1/6,ברקודים חדשים,,Groceries
7290013994929.0,סנקי,הרדוף,קוסקוס חצי מלא אורגני,ברקודים חדשים,,Grains
7290013994936.0,סנקי,הרדוף,קוסקוס מלא אורגני,ברקודים חדשים,,Grains
7290013994943.0,סנקי,הרדוף,קוסקוס אורגני,ברקודים חדשים,,Grains
7290013997043.0,אסם,אסם,טבעול שניצל תירס קדמ.שפ.מאח.4 2*750ג.חדש,ברקודים חדשים,,Meat
7290013997210.0,אסם,אסם,טבעול שניצל תירס עדה חרדית 8*750גרם-חדש,ברקודים חדשים,,Meat
7290013997357.0,אסם,אסם,טבעול נקנקיה צמחי עדה חרדית 8*1קג,ברקודים חדשים,,Groceries
7290013997937.0,אסם,אסם,טבעול מיני המבורגר פטריות 6*540גרם,ברקודים חדשים,,Groceries
7290014001008.0,משק דבורים לין,משק דבורים לין,דבש ירושלים 500 גרם,ברקודים חדשים,,Groceries
